"ME_MHCII_high_S1"	"ME_MHCII_high_S2"	"ME_MHCII_high_S3"	"ME_MHCII_high_S4"	"ME_MHCII_int_S1"	"ME_MHCII_int_S2"	"ME_MHCII_int_S3"	"ME_MHCII_int_S4"	"PM_S1_2_S4"	"PM_S2_1_S1"	"PM_S3_1_S2"	"PM_S4_1_S3"
"Entpd3"	19	0	5	24	9	9	0	44	0	0	0	0
"Entpd4"	0	2	0	0	0	2	0	1	0	0	0	0
"Entpd5"	728	753	557	527	736	1127	739	774	524	545	531	484
"Entpd6"	962	565	527	747	728	701	813	825	759	699	780	639
"Entpd7"	425	281	194	332	542	403	487	484	157	277	209	278
"Entpd8"	0	0	0	0	0	0	0	0	0	0	0	0
"Eny2"	432	473	473	411	362	398	424	467	803	689	933	522
"Eogt"	1133	666	700	792	1140	863	650	821	514	362	460	307
"Eomes"	0	0	0	0	0	0	2	8	0	9	0	0
"Ep300"	4244	2466	2325	3707	2663	2143	2053	2708	2030	1765	1172	1880
"Ep400"	918	983	733	1003	949	824	794	742	925	748	674	884
"Epas1"	156	136	127	227	59	69	82	99	407	687	462	410
"Epb4.1"	3998	2872	3468	4237	3194	4066	4014	4063	2072	2227	1438	1951
"Epb4.1l1"	464	301	246	303	484	305	294	429	1196	1120	860	1464
"Epb4.1l2"	5047	4213	4066	4991	3668	4814	3780	4570	1802	2062	1604	1342
"Epb4.1l3"	315	252	195	119	781	1075	747	944	88	153	145	108
"Epb4.1l4a"	0	3	0	7	0	0	0	0	0	6	6	0
"Epb4.1l4aos"	4	14	17	9	11	19	13	14	22	16	40	20
"Epb4.1l4b"	6	32	23	18	3	32	36	10	33	27	35	18
"Epb4.1l5"	87	44	72	58	254	300	235	203	48	2	0	11
"Epb4.2"	0	0	6	6	0	0	0	1	0	0	0	7
"Epc1"	680	499	534	745	632	972	877	1133	429	460	496	300
"Epc2"	217	103	248	163	161	77	202	180	146	109	71	88
"Epcam"	4	0	0	0	0	4	0	0	0	0	0	0
"Epdr1"	49	103	82	245	65	111	48	119	0	0	0	0
"Epg5"	691	616	523	479	822	819	592	817	1330	829	762	1082
"Epgn"	0	0	0	0	7	0	0	0	0	0	0	2
"Epha1"	7	6	1	3	12	5	9	18	11	19	2	9
"Epha10"	0	0	0	32	0	35	0	0	0	6	0	0
"Epha2"	16	6	2	33	22	102	55	56	2282	1939	1354	2384
"Epha3"	36	7	51	10	0	9	65	22	0	0	0	0
"Epha4"	11	18	17	7	1	3	0	6	166	359	141	118
"Epha5"	2	0	0	0	20	33	3	13	0	0	0	0
"Epha6"	0	0	0	0	0	0	0	0	0	0	0	0
"Epha7"	0	5	26	25	0	0	5	21	0	0	10	0
"Epha8"	0	0	0	0	0	0	0	0	5	0	0	0
"Ephb1"	0	0	0	11	1	0	12	0	0	0	0	0
"Ephb2"	20	0	1	6	1	20	10	30	0	0	2	1
"Ephb3"	21	5	22	32	22	26	0	9	4	0	0	8
"Ephb4"	49	111	59	197	34	34	0	50	0	0	0	0
"Ephb6"	125	185	150	203	560	605	570	424	94	69	39	52
"Ephx1"	1175	941	838	1122	684	1062	749	673	4972	4356	2681	3301
"Ephx2"	60	52	9	42	15	11	4	16	31	0	0	0
"Ephx3"	0	6	7	29	9	4	1	2	9	0	0	0
"Ephx4"	0	0	5	0	0	0	8	0	0	0	0	0
"Epm2a"	1	0	10	2	17	11	24	19	6	5	21	7
"Epm2aip1"	377	565	456	440	460	537	471	638	438	497	557	282
"Epn1"	1992	1262	1222	1367	1857	2381	1767	1825	818	999	788	942
"Epn2"	306	285	324	183	651	728	554	495	321	313	416	369
"Epn3"	3	0	6	9	0	0	0	6	0	0	0	0
"Epo"	0	0	0	0	0	0	0	0	0	0	0	0
"Epor"	1426	859	705	932	2401	2851	2458	2176	54	55	15	43
"Eppin"	0	0	0	0	0	0	0	0	0	0	0	0
"Eppk1"	0	0	4	0	0	0	0	0	0	0	0	0
"Eprs"	2851	1874	2364	2132	2286	2713	2179	2496	3426	3877	3655	3743
"Eps15"	11845	10425	9609	10372	14223	15324	13453	15493	4050	4041	4009	3355
"Eps15l1"	1457	1021	1204	971	1339	1516	1212	1471	1546	1638	1547	1318
"Eps8"	6697	4614	5984	5608	8008	8499	9549	9099	7017	5890	6129	5323
"Eps8l1"	53	87	55	145	123	142	100	142	42	123	130	95
"Eps8l2"	8	3	0	6	3	0	11	0	0	0	0	0
"Eps8l3"	0	0	0	0	0	0	0	0	0	0	0	0
"Epsti1"	5046	2150	3213	3199	3760	3481	3679	4062	2162	1065	1508	1299
"Ept1"	403	365	327	433	352	434	307	484	414	374	507	394
"Epx"	0	0	0	0	0	0	0	0	0	0	0	0
"Epyc"	6	20	8	11	56	53	16	6	0	0	0	0
"Eqtn"	0	0	0	0	0	2	0	0	0	1	3	0
"Eral1"	707	471	570	595	724	766	683	594	639	594	585	533
"Erap1"	4074	3028	2622	2872	3600	3138	2530	2933	4627	3476	2805	3600
"Eras"	0	0	0	0	0	0	0	0	0	0	0	0
"Erbb2"	34	8	7	42	0	1	0	20	41	83	100	66
"Erbb2ip"	5322	4825	4878	5001	5075	5203	5301	5532	3745	4199	2713	2973
"Erbb3"	93	156	121	160	235	254	195	217	220	248	199	165
"Erbb4"	13	0	0	0	0	0	0	3	0	0	0	0
"Erc1"	130	100	113	187	196	151	250	280	402	409	327	391
"Erc2"	0	30	4	27	48	3	0	37	328	211	224	165
"Ercc1"	439	322	251	352	281	362	375	341	350	410	519	313
"Ercc2"	387	155	149	180	220	467	305	331	171	286	254	261
"Ercc3"	863	378	400	309	413	669	456	504	464	538	578	513
"Ercc4"	742	658	671	788	593	980	726	699	721	714	419	572
"Ercc5"	381	304	220	489	567	819	648	713	269	426	379	256
"Ercc6"	198	148	243	116	173	252	104	153	138	170	188	155
"Ercc6l"	402	170	194	296	144	124	58	228	431	189	341	175
"Ercc6l2"	459	300	377	450	414	463	319	411	583	626	563	585
"Ercc8"	143	97	115	140	126	137	130	142	96	117	193	112
"Erdr1"	235	163	126	392	275	259	168	301	239	517	452	274
"Ereg"	0	0	0	0	0	0	0	0	0	0	0	0
"Erf"	49	21	39	58	59	61	66	44	20	11	2	15
"Erg"	0	22	18	14	7	8	0	7	0	0	0	0
"Ergic1"	2661	2396	2022	2364	2356	3309	2525	2238	4225	5430	5408	5538
"Ergic2"	1237	874	1115	1134	1092	1043	1213	1238	1578	1334	1953	1306
"Ergic3"	4062	2406	2764	2946	3683	4607	3392	3900	4589	4673	4908	3617
"Erh"	1962	1468	1723	1627	1449	1539	1454	1500	3766	2507	5456	2275
"Eri1"	2807	1658	1491	1838	1472	1840	1475	1479	2616	2237	2721	1869
"Eri2"	419	160	274	382	305	267	276	274	273	201	257	187
"Eri3"	1389	872	814	1001	1194	1378	988	1144	1326	1463	1353	1149
"Erich1"	143	156	149	193	173	152	137	201	222	199	161	117
"Erich2"	0	0	0	0	0	0	0	0	0	0	0	0
"Erich3"	0	0	0	0	0	0	4	0	0	0	0	0
"Erich4"	0	0	0	0	0	0	0	0	0	1	0	0
"Erich5"	0	0	5	0	0	0	2	2	0	0	0	3
"Erich6"	3	0	2	0	0	0	0	8	0	0	0	0
"Erlec1"	168	166	159	209	179	173	139	178	294	329	359	182
"Erlin1"	2823	1736	2056	2017	2636	3009	2188	2197	1969	2043	2535	1587
"Erlin2"	3473	2497	2549	2790	4198	4475	3793	3978	2754	2838	2736	2332
"Ermap"	227	189	286	188	73	85	127	61	0	0	1	0
"Ermard"	153	129	133	178	216	223	135	203	349	338	273	221
"Ermn"	0	0	0	0	0	2	0	2	0	0	0	0
"Ermp1"	1641	1153	1313	1042	939	1024	1201	1076	1864	1651	1717	1643
"Ern1"	753	598	534	756	803	627	676	719	1265	1507	846	1183
"Ern2"	0	0	0	0	0	0	0	0	0	0	0	0
"Ero1l"	1382	931	1211	1235	1520	1281	1028	1376	1908	2195	2109	1850
"Ero1lb"	1206	765	1039	938	542	680	516	618	684	812	632	780
"Erp27"	7	7	12	0	0	4	12	1	0	0	8	4
"Erp29"	5073	2738	3584	3566	4010	4398	3975	3921	3379	2677	4826	2439
"Erp44"	3583	2620	2711	3138	2741	3157	2399	2899	4042	3808	4584	3446
"Errfi1"	1767	1023	2528	1756	1384	1657	2139	1921	138	149	219	125
"Erv3"	0	0	0	0	0	0	0	0	0	0	0	0
"Esam"	71	17	39	119	10	33	0	22	0	0	0	5
"Esco1"	1270	1077	1198	1395	1272	1242	1387	1592	1535	1282	1271	956
"Esco2"	191	67	132	230	78	28	99	146	707	324	745	225
"Esd"	2685	1803	1870	1753	1719	1838	1674	1670	4562	3275	5399	2678
"Esf1"	568	352	578	413	462	335	330	450	649	498	538	392
"Esm1"	93	0	44	57	11	0	90	55	0	0	0	0
"Esp1"	0	0	0	0	0	0	0	0	0	0	0	0
"Esp15"	0	0	0	0	0	0	0	0	0	0	0	0
"Esp16"	0	0	0	0	0	0	0	0	0	0	0	0
"Esp18"	0	0	0	0	0	0	0	0	0	0	0	0
"Esp23"	0	0	0	0	0	0	0	0	0	0	0	0
"Esp24"	0	0	0	0	0	0	0	0	0	0	0	0
"Esp3"	0	0	0	0	0	0	0	0	0	0	0	0
"Esp31"	0	0	0	0	0	0	0	0	0	0	0	0
"Esp34"	0	0	0	0	0	0	0	0	0	0	0	0
"Esp36"	0	0	0	0	0	0	0	0	0	0	0	0
"Esp38"	0	0	0	0	0	0	0	0	0	0	0	0
"Esp4"	0	0	0	0	0	0	0	0	0	0	0	0
"Esp5"	0	0	0	0	0	0	0	0	0	0	0	0
"Esp6"	0	0	0	0	0	0	0	0	0	0	0	0
"Esp6Esp5"	0	0	0	0	0	0	0	0	0	0	0	0
"Esp8"	0	0	0	0	0	0	0	0	0	0	0	0
"Espl1"	1386	757	616	1158	735	857	648	621	2763	2375	2410	2663
"Espn"	187	120	138	116	157	188	173	152	140	101	129	167
"Espnl"	0	0	0	0	0	15	0	2	2	0	0	0
"Esr1"	545	397	328	512	469	347	396	456	312	226	176	308
"Esr2"	0	0	0	0	0	0	0	0	0	0	0	0
"Esrp1"	0	0	0	0	8	0	0	0	0	0	0	0
"Esrp2"	2	0	0	10	0	0	0	5	2	0	0	0
"Esrra"	1228	650	870	887	1276	1475	1131	1220	859	695	1168	701
"Esrrb"	0	0	0	0	0	0	0	0	0	0	0	0
"Esrrg"	32	0	0	0	11	0	7	0	0	0	0	0
"Esx1"	0	0	0	0	0	0	0	0	0	0	0	0
"Esyt1"	6310	3500	3635	4944	3030	3353	2703	3019	6901	9014	5051	7828
"Esyt2"	1761	1484	1562	1602	1717	1693	1237	1812	2662	2366	2278	2621
"Esyt3"	6	7	0	22	0	3	1	0	0	2	0	0
"Etaa1"	507	348	290	294	431	506	356	380	430	295	454	315
"Etaa1os"	4	5	5	13	20	3	1	4	34	9	8	5
"Etd"	0	0	0	0	0	0	0	0	0	0	0	0
"Etf1"	3575	2182	4221	3154	2733	2947	4201	3466	5048	4680	5642	4220
"Etfa"	2447	1567	1998	1884	1817	1642	2018	1986	3344	2655	3814	1632
"Etfb"	2201	1461	1563	1431	1855	2307	1681	1670	2832	2255	3660	1654
"Etfdh"	1439	1017	1190	1133	1335	1249	1171	1225	1699	1294	1530	1111
"Ethe1"	616	501	508	419	483	516	440	501	684	595	699	753
"Etl4"	170	173	174	197	396	649	813	562	42	14	47	20
"Etnk1"	5726	3085	3501	4483	5966	4383	4139	5272	4205	3264	3151	3215
"Etnk2"	0	0	7	7	0	0	0	4	0	0	0	0
"Etnppl"	0	0	0	0	0	0	0	0	0	0	0	0
"Etohd2"	41	33	47	143	86	127	97	108	22	52	15	27
"Etohi1"	243	195	249	210	166	225	208	172	2419	1907	2405	1771
"Ets1"	814	629	743	995	528	623	471	556	42	62	98	163
"Ets2"	8377	5481	10405	6731	9148	9801	11904	9254	960	1490	1150	1234
"Etv1"	1742	1082	1102	1025	2046	2358	2160	1931	1190	1441	1044	811
"Etv2"	0	0	0	0	0	0	0	0	0	0	0	0
"Etv3"	3781	2750	3925	4149	2997	3204	3932	3831	863	1111	650	646
"Etv4"	0	2	0	0	0	0	0	3	0	0	0	9
"Etv5"	5977	4375	4962	4394	5863	6226	5581	6339	1718	2210	2064	1783
"Etv6"	4075	2565	2467	2948	2523	2662	2178	2326	2389	3028	2058	2514
"EU599041"	2	0	0	0	0	0	0	0	0	0	0	0
"Eva1a"	11	0	5	0	4	34	16	44	0	0	0	0
"Eva1b"	287	217	220	232	412	450	421	387	19	32	42	35
"Eva1c"	0	23	4	22	8	12	6	30	8	14	0	0
"Evc"	10	0	15	40	22	65	50	47	0	0	24	18
"Evc2"	9	31	9	53	27	27	28	1	1	0	0	0
"Evi2a"	11014	7420	8721	9505	7608	9005	9056	9936	3197	2437	2819	2316
"Evi2b"	0	0	4	0	4	4	0	1	0	0	2	1
"Evi5"	1615	1243	961	1297	1600	1929	1656	1791	7460	8195	8358	7201
"Evi5l"	252	189	92	243	193	388	211	289	171	207	159	172
"Evl"	2353	1156	1551	1463	1492	1758	1544	1524	595	301	242	340
"Evpl"	1	3	0	0	0	0	0	0	0	0	0	0
"Evx1"	0	0	0	0	7	0	0	0	0	0	0	0
"Evx2"	0	0	0	0	0	0	0	0	0	0	0	0
"Ewsr1"	9548	5867	6569	8581	8181	8990	7888	9489	9116	8412	8887	6677
"Exd1"	16	13	15	11	34	34	38	6	10	22	12	8
"Exd2"	846	543	689	710	682	1057	661	706	582	504	577	473
"Exo1"	87	44	55	109	71	78	32	68	389	182	448	247
"Exo5"	346	318	97	187	288	351	246	212	518	504	553	293
"Exoc1"	1449	1131	1085	1282	1118	1248	1378	1679	1537	1387	1494	1113
"Exoc2"	2735	1959	2004	2577	2221	2222	1991	2152	3129	3370	2935	2601
"Exoc3"	2891	2100	2182	2115	2536	2931	2578	2509	1612	1675	2126	1896
"Exoc3l"	2	1	5	29	5	28	3	47	12	2	0	3
"Exoc3l4"	25	10	25	43	18	6	13	20	18	0	5	3
"Exoc4"	1833	1004	1343	1111	1408	1585	1372	1419	1268	1359	1276	1125
"Exoc5"	3045	2689	2996	2515	2837	3401	2821	3525	3165	2999	3544	2459
"Exoc6"	2799	1973	2135	2524	1977	2416	2313	2197	1235	1145	1274	834
"Exoc6b"	1892	1598	1504	1809	1985	1738	1966	1996	1014	1234	1031	1051
"Exoc7"	2381	1290	1361	1660	2067	2728	1981	2092	1536	1848	1456	1405
"Exoc8"	907	922	567	732	885	1021	994	923	956	1124	1164	1131
"Exog"	576	361	349	418	545	662	531	419	510	211	512	233
"Exosc1"	411	236	242	294	277	299	296	280	641	612	691	459
"Exosc10"	2363	1561	1547	1801	2116	1941	2185	1768	1983	1776	2058	1701
"Exosc2"	418	280	432	258	324	359	282	363	540	493	890	557
"Exosc3"	713	459	547	524	585	675	606	598	932	763	1248	713
"Exosc4"	902	460	493	641	637	768	602	591	704	757	838	582
"Exosc5"	630	493	532	468	442	723	532	479	714	747	997	504
"Exosc6"	491	234	228	387	393	541	367	399	446	464	762	457
"Exosc7"	428	310	371	318	294	441	246	430	721	444	861	436
"Exosc8"	799	647	665	514	566	588	473	617	997	781	1170	623
"Exosc9"	633	417	478	444	481	634	511	428	780	616	986	539
"Exph5"	0	0	0	0	0	0	2	0	0	0	0	0
"Ext1"	2080	1456	1733	1781	1384	1735	1760	1880	1007	1132	956	969
"Ext2"	4039	2690	2728	3117	3518	4503	3445	3774	5977	6425	5273	5742
"Extl1"	0	4	0	4	0	0	0	0	0	0	3	0
"Extl2"	775	531	554	505	691	900	558	729	675	712	688	591
"Extl3"	5420	3411	3350	3871	2418	2808	2132	2292	815	961	685	936
"Eya1"	17	44	56	100	32	62	86	31	0	8	0	0
"Eya2"	198	115	156	395	239	314	155	218	0	0	0	0
"Eya3"	499	243	249	329	250	257	194	397	292	328	343	291
"Eya4"	190	128	142	133	282	242	267	400	8	6	1	0
"Ezh1"	3349	2162	1813	2257	2873	2702	2414	2582	2058	1592	1164	1758
"Ezh2"	522	318	254	487	389	230	257	339	775	446	699	334
"Ezr"	2041	1310	1873	1768	1022	1189	809	1098	3126	3680	3743	4366
"F10"	3	4	1	0	4	23	28	33	15612	13506	14808	13081
"F11"	0	0	0	0	0	0	0	0	0	0	0	0
"F11r"	5528	3442	3603	3999	1899	2827	1671	2040	1	0	2	2
"F12"	0	0	0	0	0	0	0	0	0	0	0	0
"F13a1"	86046	71846	72068	62574	105900	132320	122616	114007	5819	11146	12721	7261
"F13b"	0	0	0	0	0	0	0	0	0	0	0	0
"F2"	0	0	2	0	0	0	5	0	0	0	0	0
"F2r"	47	44	16	45	20	12	22	30	0	12	0	0
"F2rl1"	27	0	8	25	2	0	26	4	11	12	7	5
"F2rl2"	26	16	2	17	0	1	1	0	4	2	12	30
"F2rl3"	6	0	0	0	5	0	0	0	0	0	0	6
"F3"	228	291	103	852	139	93	110	72	125	53	138	81
"F420014N23Rik"	6	0	1	0	0	0	0	8	0	0	12	8
"F5"	49	12	32	23	0	0	0	20	41173	55178	25166	41156
"F630028O10Rik"	235	190	176	274	322	388	307	487	949	1398	1556	690
"F630042J09Rik"	0	0	0	1	0	0	0	0	0	0	0	0
"F630111L10Rik"	1	0	0	7	0	0	0	0	136	66	121	85
"F630206G17Rik"	0	2	0	21	0	14	7	5	0	2	0	0
"F7"	0	0	0	0	0	0	0	1	2549	2597	2993	2844
"F730035M05Rik"	0	0	0	0	0	0	0	0	0	0	1	0
"F730043M19Rik"	15	19	2	4	25	9	8	13	3	0	0	0
"F8"	2	9	43	18	61	0	51	1	12	4	39	0
"F830002L21Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"F830016B08Rik"	450	205	256	352	586	207	441	400	1647	91	73	232
"F830045P16Rik"	0	6	0	0	5	7	7	5	0	0	0	0
"F8a"	407	286	279	322	269	472	299	272	334	358	261	377
"F9"	75	148	40	74	50	73	22	33	1	1	8	0
"F930015N05Rik"	0	6	8	0	1	0	0	0	0	0	0	0
"Fa2h"	0	0	0	6	0	9	0	6	0	0	0	0
"Faah"	3	0	22	0	0	0	11	0	10	0	8	0
"Faap100"	1128	887	740	863	1037	1349	1001	972	555	716	556	649
"Faap20"	994	572	649	763	803	882	787	697	763	841	884	806
"Faap24"	452	254	278	418	264	336	188	216	464	466	528	425
"Fabp1"	0	0	0	0	0	0	2	0	0	0	0	0
"Fabp12"	7	0	0	1	0	0	15	7	0	0	0	0
"Fabp2"	0	0	0	0	0	0	0	0	0	0	0	0
"Fabp3"	12	18	22	3	18	21	9	10	109	107	65	47
"Fabp4"	9	10	9	69	0	10	23	36	7581	8553	8386	5442
"Fabp5"	157	90	142	161	168	192	133	174	5282	7066	7125	3803
"Fabp6"	0	0	0	0	0	0	0	0	0	0	0	0
"Fabp7"	60	28	57	36	104	35	48	37	4804	2923	3254	2665
"Fabp9"	0	0	0	0	0	0	0	0	0	0	0	0
"Fadd"	287	214	116	229	167	276	247	228	250	239	305	209
"Fads1"	5543	3758	3508	3964	5818	5151	4735	5151	192	83	77	54
"Fads2"	49	10	38	27	16	10	21	18	0	0	0	1
"Fads3"	160	127	135	119	90	196	100	109	24	62	36	6
"Fads6"	0	4	0	0	0	2	1	2	0	0	0	0
"Faf1"	1674	1087	1321	1260	1399	1532	1375	1529	2346	2439	3103	1845
"Faf2"	2466	1516	1616	1711	2042	2127	1925	1839	1894	1669	1641	1711
"Fah"	64	27	35	60	103	81	131	147	24	57	26	19
"Fahd1"	152	118	147	163	192	233	228	190	118	113	246	115
"Fahd2a"	152	136	169	162	160	103	147	176	177	118	225	105
"Faim"	854	646	620	901	698	794	625	855	891	1067	1016	842
"Faim2"	0	0	0	0	5	0	0	0	1	0	1	0
"Faiml"	0	0	0	0	0	0	0	0	0	0	0	0
"Fam101a"	1	0	0	0	0	0	0	15	0	0	2	0
"Fam101b"	51	49	85	75	17	26	16	8	105	104	197	208
"Fam102a"	339	243	251	232	213	423	246	377	866	1147	1012	1057
"Fam102b"	4386	3664	3299	4278	4449	5086	5077	5500	4158	4295	3319	3783
"Fam103a1"	2099	1569	1726	1661	1672	1904	1648	1848	1997	1822	1918	1299
"Fam104a"	1323	1034	793	1003	1011	1363	979	904	1489	1245	1657	959
"Fam105a"	11612	8679	8529	9305	7510	10241	7305	8541	429	343	451	289
"Fam107a"	35	71	0	31	57	81	2	80	1	0	0	0
"Fam107b"	2281	1797	2060	2034	1478	2430	1890	2250	703	665	424	417
"Fam109a"	444	321	370	232	393	716	544	448	226	237	299	117
"Fam109b"	152	100	101	122	147	148	77	100	43	87	109	45
"Fam110a"	814	441	349	454	801	1017	882	828	560	340	439	297
"Fam110b"	374	316	212	260	498	508	607	497	115	123	110	87
"Fam110c"	0	0	0	0	0	0	0	0	0	0	0	4
"Fam111a"	4677	2726	3199	3345	2919	2993	2446	2842	6034	4563	5837	4907
"Fam114a1"	498	470	563	612	516	359	579	492	469	513	631	453
"Fam114a2"	1446	1119	1143	1103	1526	2164	1747	1845	1199	1180	1598	1046
"Fam117a"	154	88	81	155	106	169	120	86	589	563	618	652
"Fam117b"	3598	2331	2436	2462	2787	3462	2534	3072	3013	3783	2524	3286
"Fam118a"	1359	991	920	894	2285	2719	1930	2400	433	334	450	264
"Fam118b"	1048	768	958	946	882	1213	821	922	739	773	725	661
"Fam120a"	5355	3566	3434	4195	3991	4210	3517	4383	7261	7320	6940	7374
"Fam120aos"	274	242	316	357	297	314	383	288	255	199	276	92
"Fam120b"	1999	1521	1320	1922	1968	2549	1716	2087	1410	1169	1125	1014
"Fam120c"	161	153	151	140	173	184	102	180	127	249	154	104
"Fam122a"	638	385	495	504	602	904	595	710	497	615	535	425
"Fam122b"	221	338	210	239	260	200	191	368	382	306	240	295
"Fam122c"	0	0	0	0	0	0	0	0	0	0	0	0
"Fam124a"	1	0	6	14	0	0	0	0	0	0	3	0
"Fam124b"	0	0	0	0	0	0	0	0	0	0	0	0
"Fam126a"	2189	1562	1657	1709	2266	2152	1985	1899	2769	2309	2134	1901
"Fam126b"	434	438	344	402	452	311	386	465	626	582	484	248
"Fam129a"	4695	3557	3807	4215	1668	2060	1886	2018	484	509	228	472
"Fam129b"	1621	819	1000	1047	1142	1055	816	1131	5436	6947	5309	5859
"Fam129c"	13	0	16	6	5	14	21	17	26	13	31	6
"Fam131a"	185	126	165	160	160	275	238	128	53	58	6	30
"Fam131b"	0	0	0	0	0	0	0	0	0	0	0	0
"Fam131c"	0	0	8	0	0	0	0	0	0	0	0	0
"Fam132a"	320	184	169	260	262	263	175	190	34	29	41	23
"Fam132b"	17	0	11	9	9	4	2	19	13	24	5	5
"Fam133b"	187	244	233	256	219	219	235	313	179	234	271	169
"Fam134a"	3870	2612	2256	2720	3130	4389	3076	3274	2595	2547	2014	2164
"Fam134b"	1473	1326	1439	1811	1282	1892	1557	1938	377	239	290	182
"Fam134c"	1785	1586	1289	1497	1910	2230	1613	1652	1131	986	1164	854
"Fam135a"	527	301	415	379	531	771	581	465	662	523	468	270
"Fam135b"	0	0	0	0	0	0	18	0	0	0	0	0
"Fam136a"	710	538	453	358	541	592	407	604	758	752	1204	618
"Fam13a"	178	135	109	112	547	544	440	407	25	91	46	26
"Fam13b"	1551	1119	1136	1252	1301	1697	1348	1757	1012	943	660	599
"Fam13c"	12	0	1	15	0	0	6	15	0	11	10	0
"Fam149a"	497	247	234	253	157	84	168	120	191	151	206	91
"Fam149b"	522	276	346	440	381	520	372	472	464	439	426	395
"Fam150a"	0	0	0	0	0	0	0	0	0	0	0	0
"Fam150b"	0	0	0	5	0	0	0	0	0	0	0	0
"Fam151a"	0	0	0	0	0	0	0	0	0	0	0	0
"Fam151b"	164	204	127	168	118	188	173	144	391	296	256	215
"Fam155a"	13	4	0	0	0	0	22	0	0	0	0	0
"Fam159a"	5	0	0	4	3	0	0	0	0	0	0	0
"Fam159b"	0	0	0	0	0	0	4	0	0	0	0	0
"Fam160a1"	0	3	0	5	0	0	0	16	0	4	0	3
"Fam160a2"	474	501	490	488	895	1193	891	824	592	513	533	473
"Fam160b1"	1203	950	964	944	1308	1582	1325	1225	1331	1364	807	1272
"Fam160b2"	539	337	310	396	508	425	369	455	516	457	360	507
"Fam161a"	98	68	47	84	63	98	123	105	50	58	92	17
"Fam161b"	20	14	27	24	54	27	13	32	14	5	14	13
"Fam162a"	360	314	330	380	283	271	296	292	672	564	1226	440
"Fam162b"	0	0	0	0	0	0	0	0	0	0	0	0
"Fam163a"	0	0	0	0	0	0	0	0	0	0	0	0
"Fam163b"	0	0	0	0	0	0	0	3	0	0	0	0
"Fam166a"	7	2	2	0	0	0	6	6	0	0	0	0
"Fam166b"	0	0	0	0	0	0	0	0	0	0	0	0
"Fam167a"	0	7	0	0	0	0	0	0	0	2	0	0
"Fam167b"	69	45	75	24	79	137	167	87	7	4	13	0
"Fam168a"	1159	799	785	1013	869	1040	774	789	554	709	286	670
"Fam168b"	6375	5641	5047	5498	5928	7673	5955	6648	4311	4618	3752	3933
"Fam169a"	10	0	7	34	18	7	16	4	0	0	12	3
"Fam169b"	18	16	8	0	11	10	11	23	7	0	4	15
"Fam170a"	0	0	0	0	0	0	0	0	0	0	0	0
"Fam170b"	0	0	0	1	0	0	0	0	8	7	10	7
"Fam171a1"	27	23	38	54	71	130	29	64	1245	2707	1386	2325
"Fam171a2"	0	6	9	36	25	28	11	12	4	0	1	1
"Fam171b"	8	7	20	5	2	8	11	5	0	0	0	0
"Fam172a"	2331	1413	2055	1923	1965	2229	1602	1913	1948	1548	1926	1592
"Fam173a"	1022	813	686	723	900	1289	986	847	768	710	1030	721
"Fam173b"	218	138	128	184	189	281	212	184	300	232	266	150
"Fam174a"	3912	2805	2913	3089	3534	4341	3840	3819	2499	2020	2545	1569
"Fam174b"	63	39	6	46	19	15	0	23	3	0	0	0
"Fam175a"	165	149	181	200	153	184	158	208	334	369	391	147
"Fam175b"	1663	1372	1186	1523	1672	1371	1055	1547	1354	1394	1153	1063
"Fam177a"	0	0	0	0	0	0	0	0	0	0	0	0
"Fam178a"	2207	1879	2135	2350	2482	2647	2924	2764	1493	1531	1134	1371
"Fam178b"	21	6	42	11	17	22	21	31	0	0	0	0
"Fam179a"	0	0	0	0	0	0	0	0	0	0	0	0
"Fam179b"	897	719	747	1031	769	1058	822	785	750	705	542	559
"Fam180a"	2	12	0	25	14	17	5	0	0	0	0	0
"Fam181a"	0	0	0	0	0	0	0	0	0	0	0	0
"Fam181b"	4	0	15	20	22	10	10	0	0	0	0	0
"Fam183b"	0	0	0	0	0	0	0	0	0	0	0	0
"Fam184a"	0	0	0	0	5	13	0	0	8	0	0	0
"Fam184b"	2	0	0	0	0	0	0	3	0	0	2	0
"Fam185a"	115	112	52	138	112	51	83	119	95	182	102	70
"Fam186b"	0	0	0	0	0	0	2	0	0	0	0	0
"Fam187a"	0	0	0	0	0	0	0	0	0	0	0	0
"Fam187b"	17	11	24	25	2	9	6	8	36	32	46	29
"Fam188a"	729	500	549	458	596	570	491	598	864	729	1064	621
"Fam188b"	64	56	61	60	67	74	63	137	82	46	74	45
"Fam189a1"	8	0	0	0	0	0	0	0	0	0	0	0
"Fam189a2"	0	1	0	16	0	1	2	0	174	165	92	190
"Fam189b"	125	142	55	211	125	148	101	166	76	90	41	105
"Fam192a"	1731	908	935	1373	1116	1352	992	1208	1248	1311	1257	1061
"Fam193a"	564	336	457	523	458	511	546	471	320	432	280	383
"Fam193b"	366	270	296	454	416	782	552	794	368	241	370	224
"Fam195a"	202	130	122	140	150	229	191	193	283	264	490	269
"Fam195b"	2837	1790	1958	1976	2432	3127	2376	2363	1812	1812	2500	1755
"Fam196a"	22	29	9	8	26	6	6	12	19	2	7	22
"Fam196b"	34	8	10	3	25	54	0	9	32	17	11	18
"Fam198a"	14	0	14	4	9	21	0	11	3	0	3	0
